Time,V1,V2,V3,V4,V5,Amount,Class
83104,-0.7797018806598784,-1.330074065514785,0.0018136111946762308,-2.564341981460694,0.9971152218978201,990.93,0
53707,-0.8438963603439257,-0.02528762557112797,0.7559352817916524,1.1427258832938323,-0.235318741907252,205.4,0
85305,-0.15053385825978266,1.343168212296779,1.9335426294299916,-1.8967472201829223,0.4677795462077097,379.54,0
28693,-0.9655576718949748,-0.7345476499475264,0.4138748372508074,0.5990933258291411,0.015064381578994741,926.49,0
71932,0.15048907811059437,-0.9598946321139062,0.5677683677576247,-0.16807078920553012,-1.3656647864836557,721.74,0
93016,-0.11342125134639416,1.1049282184501492,0.1481817313791492,0.28517532464965356,0.5041068596905343,48.57,0
25658,2.6335282206121238,0.6342402962642898,1.1724357823922424,-0.4719197412901411,-0.503237485665748,781.62,0
84478,-1.0250908888108647,3.06109521437826,0.5314000109603296,0.21720647789306466,1.0453127930076107,828.03,0
18431,-0.7820478262998394,-1.3185701607581126,0.7491056769643236,-0.47187752411786926,-0.23585980815067698,750.63,0
2747,0.4239430697909341,0.7203872420381966,1.8089568290201625,-0.5561811458019884,-0.07676390902833202,799.64,0
59150,0.8727050979905174,0.31589090715231577,0.22698430121934968,-0.8972363313613058,1.6829264643729365,825.22,0
65725,2.287225982957292,0.059281284053195875,-0.2709622621677387,1.5258299572508311,2.3816367945079504,186.81,0
84654,1.622920499341374,0.9105122184946679,0.44628934800191805,0.36690941709697406,0.7860339557120828,236.07,0
35773,0.8237330769751414,-0.02972535768739004,1.1362423171192628,0.20949686263235864,-0.28714009742338537,633.94,0
67435,0.2930592456455724,-1.9363762099846002,0.5014267570260816,-0.8755617880319608,-0.37466132835614396,907.91,0
56886,0.8966303837109462,-0.8473575281126436,1.0606385788214105,-0.23484833358930754,-0.81867698531858,316.54,0
66803,-0.6103220173473345,1.3644334473203186,-0.668974827316685,-0.9872292076729251,-0.6252381835535565,588.51,0
31551,-0.31616589680977236,1.1720289038044003,-0.8680842254044875,-0.49116352874945723,-0.27360974350396844,683.14,0
11394,-1.4824242468589133,-0.3731191896503628,-0.5450376153470914,-1.2091223895609857,1.9642529669948998,452.22,0
69092,-0.22884751623901617,0.5035970641448175,-1.267382301512335,1.589144132202551,-0.19722167085352377,713.93,0
3890,0.9626412899997022,2.783938046489837,0.11029957863342149,-0.7569060905115959,-1.2260530041981026,899.72,0
41606,-0.20969243683699806,-0.031186798166844176,-0.43002538584991606,-0.8750788228681176,0.04166526712538283,624.29,0
96276,-0.7740429307465039,-0.011583319781993704,1.2302113536443784,-1.325610275502588,0.1781284257610645,540.01,0
80038,-0.35977814529198754,0.19059870511452282,-1.29122436219747,-0.7712054615817139,0.03563545985045589,439.03,1
87313,0.724083251525877,0.606975709568625,1.5549226766366018,-0.494893427565281,0.7996912225852074,577.7,0
10627,-0.25576463695894236,-0.34890118277275145,-0.9812003352375493,-0.04947955278319797,0.06900551135903335,355.68,0
8792,0.8499212040623495,0.6061293630990848,-1.2382308511483497,-0.6453222091974863,0.7687274921473288,391.79,0
73969,-1.3113242257511093,-1.9442295937495997,-0.8246513276510725,-1.6006110090276338,-0.780343354057715,532.09,0
43001,-0.8703049545610739,0.3363987637862524,1.9512800857357542,-1.5145748438162376,1.7807294381452228,67.09,0
76552,-0.5066432196315238,0.05062981091516631,-0.040085137373003135,0.6796596691634188,0.252479788343585,229.41,0
23897,-1.3099506872124742,-0.21745697690402407,0.5294355116538028,-0.12278874915751475,0.4002189704070378,543.08,0
68148,2.943663416481284,-0.47525734840047573,-0.18389173772802037,0.6488932412535497,-0.7845118938133024,431.81,0
23483,-1.0962657952813555,-0.6093733758844135,-0.09007863318020677,0.7802751644200016,0.47182699126639593,333.15,0
48555,0.9148843219260121,-0.8135210969600233,-0.5058800532342941,0.1510799621527284,0.651065056670304,730.68,0
17159,-0.6660606202304288,-2.3180682481878288,0.050743958855266405,-1.2317307675098257,-1.16976843382509,693.87,0
80077,-0.5137874915082461,-0.2680183518428724,0.4945998918817143,0.1895849201605889,-1.6590915883876567,167.15,0
35920,0.3013228009496343,1.0963297895410888,1.6783055098228954,1.399596647852733,0.2936660236094656,878.69,0
92067,-1.4585169209867577,-0.33541102407083956,-1.8744688748595117,-0.4474280242581382,-0.4887698234555325,495.68,0
67121,-0.6627383133782134,0.6351125509019792,1.6108203093925022,0.3406152512883598,0.25992146913572933,741.59,0
69479,-0.14647280674161622,-1.0802008700404855,0.5279604270264738,-0.013777955267191895,-1.291036070898115,573.36,0
89475,-0.8460170164557059,-1.3056975540410904,-0.36776278265302687,1.3723777965472466,-1.5605059143826707,997.69,0
19457,-0.8224893687800624,-0.7507618430676728,-0.5477234829593288,-0.6777860929933844,0.206689463001077,752.53,0
66557,1.0867270230392738,-1.025499869720156,1.0436756453687497,1.1535318720078684,-0.34978376095685226,707.13,0
77189,1.004986880702632,-1.1830396113350525,0.2289785381885402,-0.37501062836981414,-2.1106995211501784,778.68,0
78953,-0.4417660232260129,0.44977403848873365,-1.5340651186989278,-0.6941459535074941,1.3430988181077297,143.56,0
52995,-0.08416508518117742,1.7789243438859612,0.3630696033373087,0.10986007304324873,-1.3076570681837574,204.94,0
40757,1.2370160729364614,-0.6669433749565127,1.1443715354746835,0.34245691800751443,2.573324952110432,714.21,0
9692,-1.4264788847255525,-1.691818256250303,0.8578646587884662,1.9115296065094283,-0.6240167288885785,494.23,0
45758,0.3380226588751415,0.6567973311639799,-0.6268578695381544,0.3195375788687147,0.40156056812599866,754.76,0
72409,1.9745711969534863,-1.435900819374032,-1.3420073040533562,0.19327806184938584,1.646949010387185,103.36,0
71211,1.9650347639254644,-1.183265621454419,-0.3259731409814887,1.5961429439016337,1.4794339278288249,536.71,0
65697,-1.9399112186032432,0.49499565419169494,3.2539851260876063,0.6010539442115366,1.9861364062268827,379.13,0
37065,-0.7626269642151516,-0.16530961455356247,-1.5449989485969975,-0.6442751801679479,-1.5230762388803532,457.27,0
92093,0.1686593871932945,-0.6871751753325103,-0.8427350964869222,1.355970385308192,-1.135865497507247,604.16,0
99299,-1.321876950633439,0.0683512511038289,0.39204188973259585,-0.7396187694293522,0.2259972740940297,502.54,0
32606,-0.6682466991324123,-0.4094088305715577,-0.12452524759368423,-0.6492472783337095,0.839747437897714,540.09,1
11534,-0.13729100367927022,1.889547656126583,-0.20020489573106967,-0.8485206993879135,-0.011227443379638035,486.61,0
94663,1.4013215646936243,-0.6758047342213966,2.024720998001007,-0.9362450282779562,-1.6379940357133889,409.25,0
40397,-0.045402655286836416,-0.9134125373224152,-0.8532599420379767,0.33317329483982455,0.4965781589647992,772.0,0
91387,0.2169367261623424,-0.4550331739875662,-0.01428054770509468,-0.25790216454354326,-0.19425138823403457,12.7,0
1016,0.5124237323716032,-0.41276161319010646,0.20190744180279552,-3.4781692136365563,-0.20623895895586652,598.64,0
89789,0.543488691242436,0.5956436518043213,-0.804736685075496,-0.2682630619495127,-2.2779504178105574,565.73,0
55591,0.028099463348201726,-1.991537786531414,-1.4406527388068167,-0.5179122558056343,0.7974842044783146,716.32,0
89812,-1.1970870633383028,0.42602586683400195,0.2693176542525386,0.8928253642988553,0.14520406028545818,599.23,0
23247,0.7896728047506724,-0.5412854416399674,1.8136665758789074,-0.563258611460363,1.7951645566389633,826.89,0
24300,0.43148946326304194,0.7768230044256033,0.4045828951175248,2.5392577912108925,-0.07450764653117267,959.1,0
74065,-1.0967522985771896,-0.047643711157044355,0.09007258698166123,1.3967935787702428,0.5663401305190223,342.85,0
82798,-0.6823015639202723,0.5186944577177797,0.08273043580047901,-0.3899103910097781,0.8318181761052628,227.74,0
9268,0.8875116144162691,-0.3914018120818318,-0.25841773581743555,1.1496230788330823,-1.7461615586611912,423.89,0
86807,0.6054831308476749,0.43802259742167515,1.1834823201410025,0.5252117126909476,2.616699946601593,288.29,0
12185,-0.7202979928588131,1.663769789448251,-0.5054422737918634,0.23346579648024285,-0.43079238792261676,615.14,1
63704,-0.2699337690756908,-0.7392364314551072,-1.3567854844185623,0.8026522556074296,0.4945666021424846,911.9,0
86779,-0.14346222963068933,-0.10719447516112607,-1.5816539256145454,0.05407087426048632,0.6405820069491515,139.55,0
39099,0.6170037757151301,-0.4862172857531241,0.07900901424405643,0.2403511560774776,-0.8147841279902974,101.24,1
8571,1.248940699139911,1.5929817942594646,1.0606924631803016,0.8233525162789653,1.846980331447603,256.39,0
38044,0.06564915811122479,-0.4339415990100517,0.23748525162193965,2.05245274174549,0.26595526935443237,726.23,0
51214,1.1692076469526225,-0.7326922013038443,-0.317368785270643,0.25119497221967413,-0.21347263690733373,593.17,0
61228,0.8733169690894266,-0.5782769139641375,0.458441296561979,-0.453796664972156,0.1385079623884422,102.66,0
48984,0.20565013400667065,-0.135717382318232,0.18621234389462576,-2.0292308550939886,0.7642521986090233,918.79,0
40774,-1.4434833516962386,-0.7935050176726108,0.8261904736542662,1.9613034719636375,0.010798164809699931,790.19,0
